mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2112.654977083206,5.925716523048111,0.3498363018035889,0.09835030272653075,0.2,4,100,"{'learning_rate': 0.2, 'max_depth': 4, 'n_estimators': 100}",0.9223214285714286,0.9205357142857142,0.9267857142857143,0.9294642857142857,0.9276785714285715,0.925357142857143,0.003369278975734521,21
2640.5648724555967,11.834806496876329,0.2901209831237793,0.12839275348993603,0.2,4,125,"{'learning_rate': 0.2, 'max_depth': 4, 'n_estimators': 125}",0.9267857142857143,0.9196428571428571,0.9339285714285714,0.9267857142857143,0.9303571428571429,0.9275,0.004738035414793448,5
3157.618980360031,10.494139038983825,0.33536453247070314,0.09479716464718642,0.2,4,150,"{'learning_rate': 0.2, 'max_depth': 4, 'n_estimators': 150}",0.9294642857142857,0.9178571428571428,0.9366071428571429,0.9285714285714286,0.9285714285714286,0.9282142857142859,0.005992129191272344,2
1999.3676909446717,13.957889963219447,0.1214571475982666,0.006485820529605785,0.2,5,75,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 75}",0.9232142857142858,0.9160714285714285,0.9330357142857143,0.925,0.9321428571428572,0.9258928571428571,0.006237231855918935,17
2666.2891387462614,17.92849138629348,0.2872327327728271,0.10174524315922018,0.2,5,100,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100}",0.9214285714285714,0.9205357142857142,0.9321428571428572,0.9223214285714286,0.9348214285714286,0.9262500000000001,0.005992129191272345,16
3288.0609477996827,12.664598311712073,0.28211369514465334,0.17124207924950202,0.2,5,125,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 125}",0.9214285714285714,0.9205357142857142,0.9339285714285714,0.9285714285714286,0.9357142857142857,0.9280357142857143,0.006226998490772419,4
3926.930806493759,7.825337687258,0.21951580047607422,0.043017319105652575,0.2,5,150,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 150}",0.9366071428571429,0.9196428571428571,0.9321428571428572,0.9258928571428572,0.9339285714285714,0.9296428571428571,0.006118514892504234,1
2388.835383272171,12.006603520191147,0.2431149959564209,0.1478667644717048,0.2,6,75,"{'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 75}",0.9267857142857143,0.9142857142857143,0.93125,0.9223214285714286,0.9267857142857143,0.9242857142857144,0.00574211971100485,33
3169.725859642029,20.113861313668114,0.31557154655456543,0.12182221427684455,0.2,6,100,"{'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100}",0.9276785714285715,0.9125,0.9303571428571429,0.9196428571428571,0.9285714285714286,0.9237500000000001,0.006719602757938163,36
3979.6282555580137,14.105447820672394,0.353900671005249,0.117173821311635,0.2,6,125,"{'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 125}",0.9276785714285715,0.9169642857142857,0.9258928571428572,0.9276785714285715,0.9294642857142857,0.9255357142857144,0.004432026302139619,19
4785.6556702136995,15.50499063172463,0.3688076019287109,0.12234514281228921,0.2,6,150,"{'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 150}",0.9294642857142857,0.9125,0.93125,0.9241071428571429,0.9285714285714286,0.9251785714285715,0.006762177224557692,24
1174.9689554691315,8.815219000207737,0.10735507011413574,0.005907429893479268,0.1,3,75,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 75}",0.9241071428571429,0.9160714285714285,0.9285714285714286,0.9196428571428571,0.925,0.9226785714285715,0.0043594841484763565,46
1555.1842645645143,11.510243836318237,0.12107720375061035,0.011286156653816017,0.1,3,100,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100}",0.9276785714285715,0.9098214285714286,0.9294642857142857,0.9196428571428571,0.9294642857142857,0.9232142857142858,0.007618117502750573,39
1960.000278520584,17.74033913430221,0.2683548927307129,0.11259710402569087,0.1,3,125,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 125}",0.9303571428571429,0.9142857142857143,0.9330357142857143,0.9214285714285714,0.9267857142857143,0.9251785714285713,0.006691069283998308,26
2341.725370645523,10.914999413814131,0.34811983108520506,0.07305369620382633,0.1,3,150,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 150}",0.93125,0.9142857142857143,0.9330357142857143,0.9241071428571429,0.9258928571428572,0.9257142857142856,0.0065950661830783686,18
1582.6244190216064,8.632967076733078,0.24675869941711426,0.08375618515562859,0.1,4,75,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 75}",0.9276785714285715,0.9151785714285714,0.9214285714285714,0.9205357142857142,0.9241071428571429,0.9217857142857143,0.004134227465282253,54
2106.2224680423737,9.558399437875346,0.23135790824890137,0.06619186582292313,0.1,4,100,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100}",0.9330357142857143,0.9232142857142858,0.9232142857142858,0.9294642857142857,0.9258928571428572,0.9269642857142857,0.003804870670118293,10
2614.444550704956,7.337687570463303,0.20135283470153809,0.05482445863102538,0.1,4,125,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 125}",0.9321428571428572,0.91875,0.9276785714285715,0.9196428571428571,0.9267857142857143,0.925,0.005082231953842072,27
3127.88211183548,13.272864240519802,0.39688763618469236,0.08703470219869577,0.1,4,150,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 150}",0.9294642857142857,0.9196428571428571,0.9294642857142857,0.9285714285714286,0.9267857142857143,0.9267857142857142,0.0037029359559514084,11
1991.7309319496155,16.889141337223716,0.13495478630065919,0.014567698305451605,0.1,5,75,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 75}",0.925,0.9196428571428571,0.9241071428571429,0.9214285714285714,0.9241071428571429,0.9228571428571428,0.0020044593143432273,45
2643.7786967277525,10.498324381018685,0.15911245346069336,0.016156298685649183,0.1,5,100,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100}",0.9294642857142857,0.9133928571428571,0.9303571428571429,0.9232142857142858,0.925,0.9242857142857144,0.0060661741969511,33
3281.9105466365813,13.473325162794328,0.2306617259979248,0.11118560759290191,0.1,5,125,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 125}",0.9232142857142858,0.9107142857142857,0.9294642857142857,0.9214285714285714,0.9258928571428572,0.9221428571428572,0.006323546860580653,51
3933.6905200958254,24.985316663011986,0.4199667930603027,0.203295345342982,0.1,5,150,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 150}",0.9303571428571429,0.9151785714285714,0.9303571428571429,0.9267857142857143,0.925,0.9255357142857144,0.005578749768504775,19
2393.442837762833,15.522937167325233,0.18178577423095704,0.07303678024473852,0.1,6,75,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 75}",0.9258928571428572,0.9133928571428571,0.925,0.9196428571428571,0.9258928571428572,0.9219642857142857,0.0048773215299099115,53
3202.7172379493713,13.635187468964178,0.42392644882202146,0.1493202973449773,0.1,6,100,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100}",0.9241071428571429,0.9151785714285714,0.925,0.9232142857142858,0.9285714285714286,0.9232142857142858,0.00441038894115305,39
3967.872244787216,30.921642762220333,0.3807980060577393,0.05797185691899171,0.1,6,125,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 125}",0.9285714285714286,0.9107142857142857,0.9294642857142857,0.9241071428571429,0.9267857142857143,0.9239285714285714,0.006855840650161613,35
4775.845078849792,23.5352749398606,0.4240428447723389,0.07245648812763104,0.1,6,150,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 150}",0.9267857142857143,0.9151785714285714,0.93125,0.9232142857142858,0.9294642857142857,0.9251785714285715,0.005686315474318112,24
1176.0099622249604,8.749551882909012,0.1290658950805664,0.013412634877048572,0.05,3,75,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 75}",0.9232142857142858,0.9098214285714286,0.9151785714285714,0.9116071428571428,0.9196428571428571,0.9158928571428572,0.004968009908301285,64
1554.1425448894502,11.299508783446061,0.13304648399353028,0.012500539011327614,0.05,3,100,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",0.9241071428571429,0.9125,0.9205357142857142,0.9160714285714285,0.9205357142857142,0.91875,0.00403271063951295,62
1948.7427544116974,21.12585579022668,0.17759356498718262,0.04402813380748711,0.05,3,125,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 125}",0.9276785714285715,0.9107142857142857,0.9232142857142858,0.91875,0.9205357142857142,0.9201785714285714,0.005607256595752729,58
2337.0678839206694,16.323122277960625,0.3395856857299805,0.11225118615443672,0.05,3,150,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 150}",0.9285714285714286,0.9116071428571428,0.925,0.9196428571428571,0.9223214285714286,0.9214285714285715,0.005731002334243314,55
1574.9531502246857,14.93567979591272,0.17198257446289061,0.016247793619663456,0.05,4,75,"{'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 75}",0.9258928571428572,0.9116071428571428,0.91875,0.91875,0.925,0.9199999999999999,0.0051631543910003715,60
2096.5016383647917,12.268994099466774,0.2118204116821289,0.03216684692880934,0.05,4,100,"{'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 100}",0.9285714285714286,0.9107142857142857,0.9205357142857142,0.9196428571428571,0.925,0.9208928571428572,0.006018678409411707,56
2626.39456949234,13.33807082053779,0.1552034378051758,0.020756062322881037,0.05,4,125,"{'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 125}",0.9276785714285715,0.9133928571428571,0.9232142857142858,0.9232142857142858,0.9241071428571429,0.9223214285714286,0.004758183069455107,49
3131.2571086406706,16.617271845380483,0.292343282699585,0.11200736793403897,0.05,4,150,"{'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 150}",0.9276785714285715,0.9098214285714286,0.9285714285714286,0.9241071428571429,0.9258928571428572,0.9232142857142855,0.006869780022025499,44
1998.486233854294,10.010230440446291,0.11918096542358399,0.0024976780615716303,0.05,5,75,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 75}",0.9258928571428572,0.9133928571428571,0.9205357142857142,0.9160714285714285,0.925,0.9201785714285714,0.00487732152990991,58
2635.3558316230774,9.957923937983145,0.14999451637268066,0.017533665758836782,0.05,5,100,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100}",0.9232142857142858,0.91875,0.9267857142857143,0.91875,0.9285714285714286,0.9232142857142858,0.004032710639512969,39
3292.0986243724824,12.967927634716698,0.280503511428833,0.0962561873339796,0.05,5,125,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 125}",0.9285714285714286,0.9125,0.9223214285714286,0.9196428571428571,0.9276785714285715,0.9221428571428572,0.005852132002919289,51
3949.8106211185454,21.59309268659719,0.27391366958618163,0.0978897319096173,0.05,5,150,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 150}",0.925,0.9142857142857143,0.9267857142857143,0.91875,0.9267857142857143,0.9223214285714285,0.004987228587060371,50
2410.9070021152497,11.939472292174354,0.20713310241699218,0.0973013660545258,0.05,6,75,"{'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 75}",0.9160714285714285,0.9107142857142857,0.9232142857142858,0.9169642857142857,0.9223214285714286,0.9178571428571429,0.0045526959942793046,63
3151.6321150779722,38.58615646611984,0.27723031044006347,0.09685384986595653,0.05,6,100,"{'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 100}",0.9178571428571428,0.9116071428571428,0.9241071428571429,0.9178571428571428,0.9232142857142858,0.9189285714285713,0.0044963136828622356,61
3657.506312417984,76.1270408591941,0.08960790634155273,0.016685173855123848,0.05,6,125,"{'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 125}",0.9258928571428572,0.9098214285714286,0.9241071428571429,0.9214285714285714,0.9223214285714286,0.9207142857142857,0.005658206970626756,57
4126.247554636002,30.486934432109187,0.08174805641174317,0.014888631818478253,0.05,6,150,"{'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 150}",0.9241071428571429,0.9116071428571428,0.9294642857142857,0.9223214285714286,0.9258928571428572,0.9226785714285715,0.006018678409411704,46
