mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
7.295744180679321,0.17403291714426794,0.010659933090209961,0.0017463326059898698,3,{'max_depth': 3},0.8842857142857142,0.8992857142857142,0.9071428571428571,0.9028571428571428,0.9078571428571428,0.9002857142857141,0.008578568454858538,3
11.996695470809936,0.11419380520569435,0.009711885452270507,0.0003125162724010576,5,{'max_depth': 5},0.9,0.8935714285714286,0.8978571428571429,0.9014285714285715,0.9028571428571428,0.8991428571428571,0.003238795442501314,4
18.974769639968873,0.1707600870342562,0.01074061393737793,0.0012916372553924233,8,{'max_depth': 8},0.8992857142857142,0.9014285714285715,0.9185714285714286,0.905,0.9171428571428571,0.9082857142857144,0.008038174226648693,5
20.852200555801392,0.1148079491926761,0.010183572769165039,0.0006641175605210513,9,{'max_depth': 9},0.9,0.9035714285714286,0.9271428571428572,0.9142857142857143,0.92,0.913,0.01008535005412731,3
22.958565950393677,0.19912944708087352,0.010363388061523437,0.0005006660595988533,10,{'max_depth': 10},0.9042857142857142,0.9071428571428571,0.9185714285714286,0.9128571428571428,0.9128571428571428,0.9111428571428573,0.004981598792617924,4
24.703830814361574,0.20695321255702306,0.00990915298461914,0.0004675993158065993,11,{'max_depth': 11},0.8971428571428571,0.9128571428571428,0.9228571428571428,0.9164285714285715,0.9178571428571428,0.9134285714285715,0.008752842104023077,2
25.857228136062623,0.32529397326142384,0.010890626907348632,0.0018377402846759352,12,{'max_depth': 12},0.9042857142857142,0.9085714285714286,0.9271428571428572,0.9121428571428571,0.9164285714285715,0.9137142857142857,0.007816779440173989,1
28.324290180206297,0.3741267556573206,0.00971379280090332,0.0001942581912016308,13,{'max_depth': 13},0.895,0.9107142857142857,0.9221428571428572,0.9164285714285715,0.9185714285714286,0.9125714285714285,0.009536182439016367,2
30.178462028503418,0.19604729144610464,0.009589338302612304,0.00010238956316711095,14,{'max_depth': 14},0.8964285714285715,0.9114285714285715,0.9228571428571428,0.9128571428571428,0.9035714285714286,0.9094285714285715,0.008937424182638291,4
31.69551525115967,0.25735796782593007,0.010278034210205077,0.0010945557963728911,15,{'max_depth': 15},0.8957142857142857,0.9085714285714286,0.9221428571428572,0.9171428571428571,0.91,0.9107142857142858,0.008967059900842992,3
39.42596254348755,0.7318961194888794,0.009899139404296875,0.00041577837815676307,20,{'max_depth': 20},0.89,0.9014285714285715,0.9157142857142857,0.9092857142857143,0.9092857142857143,0.9051428571428571,0.008822512946653989,2
69.74382944107056,1.572922080073496,0.00998077392578125,0.0003827459207257051,40,{'max_depth': 40},0.8785714285714286,0.8928571428571429,0.9064285714285715,0.9007142857142857,0.9028571428571428,0.8962857142857142,0.009911856433543803,5
81.80366702079773,4.234068282173451,0.010019254684448243,9.714091664357668e-05,60,{'max_depth': 60},0.8742857142857143,0.8892857142857142,0.8907142857142857,0.8942857142857142,0.8971428571428571,0.8891428571428571,0.00792052358607375,6
81.45716700553893,3.9895866309844923,0.010148382186889649,0.00022613675326778218,80,{'max_depth': 80},0.8742857142857143,0.8892857142857142,0.8907142857142857,0.8942857142857142,0.8971428571428571,0.8891428571428571,0.00792052358607375,6
82.7522946357727,4.373446705058442,0.013936138153076172,0.008413230794879663,160,{'max_depth': 160},0.8742857142857143,0.8892857142857142,0.8907142857142857,0.8942857142857142,0.8971428571428571,0.8891428571428571,0.00792052358607375,6
81.48294110298157,4.358263216231861,0.009743261337280273,0.0001269626191204409,,{'max_depth': None},0.8742857142857143,0.8892857142857142,0.8907142857142857,0.8942857142857142,0.8971428571428571,0.8891428571428571,0.00792052358607375,6
