mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.505822229385376,0.07610855885560634,0.0326653003692627,0.004677150002449966,21,100,"{'max_depth': 21, 'n_estimators': 100}",0.9107142857142857,0.9178571428571428,0.9185714285714286,0.9164285714285715,0.9178571428571428,0.9162857142857144,0.0028713930346059703,11
4.830117654800415,0.07689396933024537,0.03898940086364746,0.006142243938669058,21,200,"{'max_depth': 21, 'n_estimators': 200}",0.915,0.9207142857142857,0.9185714285714286,0.9164285714285715,0.9171428571428571,0.9175714285714285,0.0019483116709979637,9
9.44851565361023,0.07493086833372832,0.05957040786743164,0.004651141382700108,21,400,"{'max_depth': 21, 'n_estimators': 400}",0.9121428571428571,0.9192857142857143,0.9192857142857143,0.9157142857142857,0.915,0.9162857142857141,0.002725540575476974,13
2.936226797103882,0.046486911970856915,0.02995753288269043,0.005786823650315161,27,100,"{'max_depth': 27, 'n_estimators': 100}",0.9142857142857143,0.9178571428571428,0.9178571428571428,0.9171428571428571,0.9142857142857143,0.9162857142857144,0.001653690986112888,11
5.556301259994507,0.08302694623021188,0.04055585861206055,0.005131181660345097,27,200,"{'max_depth': 27, 'n_estimators': 200}",0.9142857142857143,0.915,0.9157142857142857,0.9178571428571428,0.9164285714285715,0.9158571428571429,0.0012289036095775123,15
10.869259881973267,0.3077854592098962,0.05706048011779785,0.004236190987727046,27,400,"{'max_depth': 27, 'n_estimators': 400}",0.9121428571428571,0.9178571428571428,0.9171428571428571,0.9171428571428571,0.9157142857142857,0.916,0.002050385727772468,14
3.057491493225098,0.06411479934600715,0.027998828887939455,0.006031186441560825,33,100,"{'max_depth': 33, 'n_estimators': 100}",0.9171428571428571,0.9214285714285714,0.9192857142857143,0.9178571428571428,0.9221428571428572,0.9195714285714285,0.0019483116709979782,1
5.745242977142334,0.058702337576430244,0.04019608497619629,0.005618679868642774,33,200,"{'max_depth': 33, 'n_estimators': 200}",0.9185714285714286,0.92,0.915,0.9192857142857143,0.9171428571428571,0.9179999999999999,0.001772810520855831,6
11.175801277160645,0.12515984410302547,0.054759645462036134,0.00042013284518803017,33,400,"{'max_depth': 33, 'n_estimators': 400}",0.915,0.9185714285714286,0.9171428571428571,0.9192857142857143,0.9164285714285715,0.9172857142857144,0.001525296893147311,10
3.131197929382324,0.04629595050821128,0.032681512832641604,0.004529752230963392,39,100,"{'max_depth': 39, 'n_estimators': 100}",0.9164285714285715,0.9178571428571428,0.9185714285714286,0.9178571428571428,0.92,0.918142857142857,0.0011605769149479973,5
5.907980012893677,0.0588756879867213,0.04073905944824219,0.005431366455338927,39,200,"{'max_depth': 39, 'n_estimators': 200}",0.9185714285714286,0.9221428571428572,0.9164285714285715,0.9185714285714286,0.9171428571428571,0.9185714285714285,0.0019691498217271662,2
11.960199737548828,0.22647198149705036,0.06189432144165039,0.006016529327842786,39,400,"{'max_depth': 39, 'n_estimators': 400}",0.9171428571428571,0.9192857142857143,0.9207142857142857,0.9171428571428571,0.9142857142857143,0.9177142857142858,0.002185294077254054,7
3.3121108531951906,0.10970951436429613,0.0355985164642334,0.000736843347664191,45,100,"{'max_depth': 45, 'n_estimators': 100}",0.9157142857142857,0.9157142857142857,0.9171428571428571,0.9185714285714286,0.9214285714285714,0.9177142857142858,0.002138089935299382,7
6.1560510158538815,0.08183063882262005,0.04120192527770996,0.005977933512126832,45,200,"{'max_depth': 45, 'n_estimators': 200}",0.9185714285714286,0.92,0.9171428571428571,0.9192857142857143,0.9171428571428571,0.9184285714285714,0.0011428571428571484,3
12.028717136383056,0.054026509612425846,0.06155228614807129,0.005072222167755442,45,400,"{'max_depth': 45, 'n_estimators': 400}",0.9157142857142857,0.9214285714285714,0.92,0.9178571428571428,0.9171428571428571,0.9184285714285714,0.0020404081224408093,3
