mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
102.69659013748169,46.50664150980968,1.9203806400299073,1.2380230048227283,0.7,25,"{'learning_rate': 0.7, 'n_estimators': 25}",0.9321428571428572,0.9232142857142858,0.9223214285714286,0.9294642857142857,,,,9
173.57631306648256,14.023526934383476,1.4888418197631836,0.16005983531104054,0.7,50,"{'learning_rate': 0.7, 'n_estimators': 50}",0.9348214285714286,0.9241071428571429,0.9285714285714286,0.93125,0.9267857142857143,0.9291071428571428,0.0036856727572411106,5
243.35157132148743,8.645436356069592,2.4927884578704833,1.1670572057859756,0.7,100,"{'learning_rate': 0.7, 'n_estimators': 100}",0.9339285714285714,0.9223214285714286,0.9321428571428572,0.9366071428571429,0.9294642857142857,0.9308928571428572,0.004877321529909863,3
102.74488654136658,12.077769266137754,1.3853307247161866,0.43750604421674405,0.5,25,"{'learning_rate': 0.5, 'n_estimators': 25}",0.9383928571428571,0.9160714285714285,0.925,0.91875,0.9258928571428572,0.9248214285714287,0.007730307436397644,7
130.56700110435486,2.342902232732158,2.3198630809783936,0.608375485146181,0.5,50,"{'learning_rate': 0.5, 'n_estimators': 50}",0.9419642857142857,0.9232142857142858,0.9294642857142857,0.9232142857142858,0.9339285714285714,0.9303571428571429,0.007075575984342457,4
191.24824748039245,4.895878294494141,0.9261671543121338,0.08464377545431383,0.5,100,"{'learning_rate': 0.5, 'n_estimators': 100}",0.9446428571428571,0.9232142857142858,0.93125,0.925,0.9375,0.9323214285714286,0.007953949089757146,1
89.45240669250488,3.24351743496746,1.3708204746246337,0.1734650274932063,0.1,25,"{'learning_rate': 0.1, 'n_estimators': 25}",0.9258928571428572,0.9142857142857143,0.9205357142857142,0.9142857142857143,0.925,0.9199999999999999,0.005006373488884383,8
126.60356783866882,6.523244282090573,0.8433302879333496,0.07136894881403952,0.1,50,"{'learning_rate': 0.1, 'n_estimators': 50}",0.9339285714285714,0.9151785714285714,0.93125,0.9285714285714286,0.9285714285714286,0.9275,0.006473060342997111,6
144.59309458732605,8.195314662270944,0.4586036205291748,0.11632508234655997,0.1,100,"{'learning_rate': 0.1, 'n_estimators': 100}",0.9375,0.9232142857142858,0.9321428571428572,0.93125,0.9366071428571429,0.9321428571428572,0.0050822319538420205,2
