mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
32.12258610725403,0.331535478660314,0.05642924308776855,0.002600681517707431,0.2,4,"{'learning_rate': 0.2, 'max_depth': 4}",0.94,0.9428571428571428,0.945,0.9392857142857143,0.9414285714285714,0.9417142857142856,0.0020503857277724686,1
42.19457478523255,0.5860148487475197,0.059879636764526366,0.0038901748677407553,0.2,5,"{'learning_rate': 0.2, 'max_depth': 5}",0.9378571428571428,0.9414285714285714,0.945,0.9364285714285714,0.9435714285714286,0.940857142857143,0.0032701494692170367,3
51.79092559814453,0.3130561005364953,0.05838584899902344,0.0021533937925129454,0.2,6,"{'learning_rate': 0.2, 'max_depth': 6}",0.9357142857142857,0.9407142857142857,0.9471428571428572,0.9392857142857143,0.9421428571428572,0.9410000000000001,0.003741657386773952,2
34.78479404449463,1.459215803269184,0.05932765007019043,0.002652100191302112,0.1,4,"{'learning_rate': 0.1, 'max_depth': 4}",0.9328571428571428,0.9371428571428572,0.9414285714285714,0.9392857142857143,0.9407142857142857,0.9382857142857143,0.003083861877846131,6
43.99880318641662,0.48667369874777777,0.06130800247192383,0.006357424262490035,0.1,5,"{'learning_rate': 0.1, 'max_depth': 5}",0.9307142857142857,0.9392857142857143,0.9442857142857143,0.94,0.9407142857142857,0.9390000000000001,0.004485805276602164,5
57.408943557739256,0.7145035143509839,0.060924434661865236,0.0008155064557618632,0.1,6,"{'learning_rate': 0.1, 'max_depth': 6}",0.9307142857142857,0.94,0.95,0.9392857142857143,0.9421428571428572,0.9404285714285713,0.006171031733272896,4
35.28385581970215,2.0484137552418114,0.06009798049926758,0.0032113972112026838,0.05,4,"{'learning_rate': 0.05, 'max_depth': 4}",0.925,0.9328571428571428,0.9378571428571428,0.9278571428571428,0.9342857142857143,0.9315714285714286,0.004593695768803848,9
47.465825366973874,0.5703922598284047,0.06375722885131836,0.005981041637825648,0.05,5,"{'learning_rate': 0.05, 'max_depth': 5}",0.93,0.9342857142857143,0.9378571428571428,0.9321428571428572,0.9385714285714286,0.9345714285714285,0.003276384268908479,8
63.591465425491336,0.92608274217122,0.08173322677612305,0.03975718299132499,0.05,6,"{'learning_rate': 0.05, 'max_depth': 6}",0.9264285714285714,0.9335714285714286,0.9435714285714286,0.9342857142857143,0.9378571428571428,0.935142857142857,0.005613395058396739,7
