mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.8617649555206299,0.010126105157367348,0.03420305252075195,0.00016937729736520745,3,175,"{'max_depth': 3, 'n_estimators': 175}",0.8585714285714285,0.8571428571428571,0.8578571428571429,0.8607142857142858,0.86,0.8588571428571429,0.0013248026422136951,18
1.2775681972503663,0.015814358180181783,0.034291839599609374,0.00018381188639806593,5,175,"{'max_depth': 5, 'n_estimators': 175}",0.8771428571428571,0.8792857142857143,0.8757142857142857,0.8771428571428571,0.8764285714285714,0.8771428571428572,0.0011952286093344212,17
1.9360415935516357,0.02215994940825703,0.03441667556762695,0.0006935070351623867,8,175,"{'max_depth': 8, 'n_estimators': 175}",0.9,0.8971428571428571,0.9028571428571428,0.9014285714285715,0.8957142857142857,0.8994285714285715,0.002649605284427347,16
2.2533963680267335,0.02850039526531497,0.035110187530517575,0.0011177829319067687,9,175,"{'max_depth': 9, 'n_estimators': 175}",0.9021428571428571,0.9035714285714286,0.9035714285714286,0.9057142857142857,0.9021428571428571,0.9034285714285714,0.0013093073414159506,15
2.4261926651000976,0.05847018415653365,0.03475522994995117,0.0004078507825840661,10,175,"{'max_depth': 10, 'n_estimators': 175}",0.9028571428571428,0.9057142857142857,0.9078571428571428,0.9107142857142857,0.9057142857142857,0.9065714285714286,0.002610809554642446,14
2.6760944366455077,0.05404899073479075,0.03525509834289551,0.0009554475701636671,11,175,"{'max_depth': 11, 'n_estimators': 175}",0.9078571428571428,0.9085714285714286,0.9078571428571428,0.9085714285714286,0.9057142857142857,0.9077142857142857,0.0010497813183356574,13
2.878945255279541,0.07369420140620936,0.03511190414428711,0.0011832666473861686,12,175,"{'max_depth': 12, 'n_estimators': 175}",0.9057142857142857,0.9128571428571428,0.91,0.9135714285714286,0.9092857142857143,0.9102857142857144,0.0028066975291983613,12
3.047636032104492,0.03364387124708492,0.03528075218200684,0.0013057276525401337,13,175,"{'max_depth': 13, 'n_estimators': 175}",0.9092857142857143,0.91,0.9128571428571428,0.915,0.9085714285714286,0.9111428571428573,0.0024159335036125413,11
3.22713418006897,0.0936655797612967,0.03593912124633789,0.00133990155924951,14,175,"{'max_depth': 14, 'n_estimators': 175}",0.9107142857142857,0.9114285714285715,0.9142857142857143,0.9128571428571428,0.9085714285714286,0.9115714285714285,0.0019378085666072018,10
3.267756223678589,0.07385070401419355,0.03482661247253418,0.0009042578440096117,15,175,"{'max_depth': 15, 'n_estimators': 175}",0.91,0.9128571428571428,0.9171428571428571,0.9142857142857143,0.9142857142857143,0.9137142857142857,0.002321153829895981,9
3.8588510036468504,0.0133147889162563,0.03437108993530273,0.0005022077699789765,20,175,"{'max_depth': 20, 'n_estimators': 175}",0.9128571428571428,0.9135714285714286,0.9185714285714286,0.915,0.915,0.915,0.00196914982172719,8
4.668693256378174,0.04564487963546795,0.03427376747131348,0.0005441301950734848,30,175,"{'max_depth': 30, 'n_estimators': 175}",0.9164285714285715,0.9214285714285714,0.9207142857142857,0.9192857142857143,0.9178571428571428,0.919142857142857,0.0018294640678379317,3
4.865880155563355,0.07485565571250666,0.03408336639404297,0.0004050766600648407,35,175,"{'max_depth': 35, 'n_estimators': 175}",0.9178571428571428,0.9207142857142857,0.9221428571428572,0.9207142857142857,0.9178571428571428,0.9198571428571428,0.0017142857142857348,1
4.925395870208741,0.09211977098101257,0.034749412536621095,0.0006110745409783743,40,175,"{'max_depth': 40, 'n_estimators': 175}",0.9178571428571428,0.9214285714285714,0.9178571428571428,0.9207142857142857,0.9192857142857143,0.9194285714285714,0.0014568627181693692,2
4.991390085220337,0.1056900044667293,0.03451695442199707,0.0002848279946130661,60,175,"{'max_depth': 60, 'n_estimators': 175}",0.9178571428571428,0.9207142857142857,0.9171428571428571,0.9185714285714286,0.9171428571428571,0.9182857142857144,0.001324802642213671,4
5.005165910720825,0.11231387324141491,0.03464021682739258,0.0006289617068482003,80,175,"{'max_depth': 80, 'n_estimators': 175}",0.9178571428571428,0.9207142857142857,0.9164285714285715,0.9185714285714286,0.9171428571428571,0.918142857142857,0.0014708043058552732,5
5.003606128692627,0.09600570730987953,0.03437089920043945,0.0005166430597785206,160,175,"{'max_depth': 160, 'n_estimators': 175}",0.9178571428571428,0.9207142857142857,0.9164285714285715,0.9185714285714286,0.9171428571428571,0.918142857142857,0.0014708043058552732,5
5.0368828773498535,0.1269998093199095,0.03468470573425293,0.0009524342389964266,,175,"{'max_depth': None, 'n_estimators': 175}",0.9178571428571428,0.9207142857142857,0.9164285714285715,0.9185714285714286,0.9171428571428571,0.918142857142857,0.0014708043058552732,5
