mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
59.31526746749878,0.4498831162513451,0.26727294921875,0.013947680077478111,0.1,3,"{'learning_rate': 0.1, 'max_depth': 3}",0.9366071428571429,0.9196428571428571,0.9321428571428572,0.9214285714285714,0.9321428571428572,0.9283928571428571,0.0066432411563351265,1
