fpr,tpr
0.0,0.0
0.0,0.002304147465437788
0.0,0.01152073732718894
0.0,0.018433179723502304
0.0,0.03225806451612903
0.0,0.03686635944700461
0.0,0.04608294930875576
0.0,0.05069124423963134
0.0,0.052995391705069124
0.0,0.059907834101382486
0.0,0.06912442396313365
0.0,0.07142857142857142
0.0,0.07834101382488479
0.0,0.08064516129032258
0.0,0.08986175115207373
0.0,0.12211981566820276
0.0,0.12672811059907835
0.0,0.22811059907834103
0.0,0.23271889400921658
0.0,0.2995391705069124
0.0004347826086956522,0.2995391705069124
0.0004347826086956522,0.3087557603686636
0.0013043478260869566,0.3087557603686636
0.0013043478260869566,0.31336405529953915
0.0017391304347826088,0.31336405529953915
0.0017391304347826088,0.31797235023041476
0.0017391304347826088,0.33640552995391704
0.002173913043478261,0.33640552995391704
0.002173913043478261,0.34101382488479265
0.0026086956521739132,0.34101382488479265
0.0026086956521739132,0.35253456221198154
0.003043478260869565,0.35253456221198154
0.003043478260869565,0.35714285714285715
0.003043478260869565,0.3617511520737327
0.00391304347826087,0.3617511520737327
0.00391304347826087,0.3709677419354839
0.004347826086956522,0.3709677419354839
0.004347826086956522,0.41013824884792627
0.004782608695652174,0.41013824884792627
0.004782608695652174,0.42626728110599077
0.00608695652173913,0.42626728110599077
0.00608695652173913,0.4400921658986175
0.006521739130434782,0.4400921658986175
0.006521739130434782,0.44930875576036866
0.007391304347826087,0.44930875576036866
0.007391304347826087,0.4539170506912442
0.00782608695652174,0.4539170506912442
0.00782608695652174,0.45852534562211983
0.008695652173913044,0.45852534562211983
0.008695652173913044,0.4608294930875576
0.009130434782608696,0.4608294930875576
0.009130434782608696,0.4631336405529954
0.009565217391304347,0.4631336405529954
0.009565217391304347,0.46543778801843316
0.01,0.46543778801843316
0.01,0.47465437788018433
0.011304347826086957,0.47465437788018433
0.011304347826086957,0.4930875576036866
0.011739130434782608,0.4930875576036866
0.011739130434782608,0.5046082949308756
0.01217391304347826,0.5092165898617511
0.013043478260869565,0.5092165898617511
0.013043478260869565,0.5184331797235023
0.013478260869565217,0.5184331797235023
0.013478260869565217,0.5207373271889401
0.01391304347826087,0.5207373271889401
0.01391304347826087,0.5253456221198156
0.014347826086956521,0.5253456221198156
0.014347826086956521,0.5276497695852534
0.015217391304347827,0.5276497695852534
0.015217391304347827,0.5345622119815668
0.01608695652173913,0.5345622119815668
0.01608695652173913,0.5414746543778802
0.01652173913043478,0.5414746543778802
0.01652173913043478,0.5576036866359447
0.016956521739130436,0.5576036866359447
0.016956521739130436,0.5599078341013825
0.017826086956521738,0.5599078341013825
0.017826086956521738,0.5622119815668203
0.018695652173913044,0.5622119815668203
0.018695652173913044,0.5645161290322581
0.019130434782608695,0.5645161290322581
0.019130434782608695,0.5898617511520737
0.01956521739130435,0.5898617511520737
0.01956521739130435,0.5921658986175116
0.020869565217391306,0.5921658986175116
0.020869565217391306,0.5967741935483871
0.021304347826086957,0.5967741935483871
0.021304347826086957,0.6129032258064516
0.02217391304347826,0.6129032258064516
0.02217391304347826,0.6221198156682027
0.022608695652173914,0.6221198156682027
0.022608695652173914,0.6244239631336406
0.023043478260869565,0.6244239631336406
0.023043478260869565,0.6267281105990783
0.023478260869565216,0.6267281105990783
0.023478260869565216,0.6382488479262672
0.02391304347826087,0.6382488479262672
0.02391304347826087,0.6428571428571429
0.025217391304347827,0.6428571428571429
0.025217391304347827,0.6612903225806451
0.025652173913043478,0.6612903225806451
0.025652173913043478,0.6705069124423964
0.026521739130434784,0.6705069124423964
0.026521739130434784,0.6774193548387096
0.027391304347826086,0.6774193548387096
0.02782608695652174,0.6774193548387096
0.02782608695652174,0.6797235023041475
0.02826086956521739,0.6797235023041475
0.02826086956521739,0.6820276497695853
0.028695652173913042,0.6820276497695853
0.028695652173913042,0.6866359447004609
0.03,0.6866359447004609
0.03,0.6912442396313364
0.03173913043478261,0.6912442396313364
0.03173913043478261,0.6981566820276498
0.03260869565217391,0.6981566820276498
0.03260869565217391,0.7004608294930875
0.033478260869565214,0.7004608294930875
0.033478260869565214,0.7027649769585254
0.03391304347826087,0.7027649769585254
0.03391304347826087,0.7073732718894009
0.03434782608695652,0.7073732718894009
0.03608695652173913,0.7073732718894009
0.03608695652173913,0.7119815668202765
0.03695652173913044,0.7119815668202765
0.03695652173913044,0.716589861751152
0.03782608695652174,0.716589861751152
0.0391304347826087,0.716589861751152
0.0391304347826087,0.7188940092165899
0.04,0.7188940092165899
0.04,0.7211981566820277
0.04217391304347826,0.7211981566820277
0.04217391304347826,0.7235023041474654
0.043043478260869565,0.7235023041474654
0.043043478260869565,0.7327188940092166
0.04391304347826087,0.7327188940092166
0.04391304347826087,0.7396313364055299
0.04434782608695652,0.7396313364055299
0.04434782608695652,0.7465437788018433
0.04521739130434783,0.7465437788018433
0.04521739130434783,0.7488479262672811
0.04565217391304348,0.7488479262672811
0.04565217391304348,0.7511520737327189
0.04695652173913043,0.7511520737327189
0.04695652173913043,0.7534562211981567
0.04826086956521739,0.7534562211981567
0.04826086956521739,0.7557603686635944
0.049565217391304345,0.7557603686635944
0.049565217391304345,0.7580645161290323
0.050434782608695654,0.7580645161290323
0.050434782608695654,0.7603686635944701
0.050869565217391305,0.7603686635944701
0.050869565217391305,0.7626728110599078
0.051304347826086956,0.7626728110599078
0.051304347826086956,0.7672811059907834
0.05304347826086957,0.7672811059907834
0.05304347826086957,0.7695852534562212
0.05434782608695652,0.7695852534562212
0.05434782608695652,0.7741935483870968
0.05565217391304348,0.7741935483870968
0.05565217391304348,0.7764976958525346
0.05608695652173913,0.7764976958525346
0.05608695652173913,0.7811059907834101
0.05652173913043478,0.7811059907834101
0.05652173913043478,0.783410138248848
0.058260869565217394,0.783410138248848
0.058260869565217394,0.7857142857142857
0.058695652173913045,0.7857142857142857
0.058695652173913045,0.7880184331797235
0.06086956521739131,0.7880184331797235
0.06086956521739131,0.7903225806451613
0.06173913043478261,0.7903225806451613
0.06304347826086956,0.7903225806451613
0.06304347826086956,0.7926267281105991
0.06391304347826086,0.7926267281105991
0.06391304347826086,0.7949308755760369
0.06521739130434782,0.7949308755760369
0.06521739130434782,0.7972350230414746
0.06652173913043478,0.7972350230414746
0.06826086956521739,0.7972350230414746
0.06826086956521739,0.7995391705069125
0.06956521739130435,0.7995391705069125
0.06956521739130435,0.8018433179723502
0.07130434782608695,0.8018433179723502
0.07130434782608695,0.804147465437788
0.07217391304347825,0.804147465437788
0.07217391304347825,0.8064516129032258
0.07260869565217391,0.8064516129032258
0.07434782608695652,0.8064516129032258
0.07521739130434782,0.8064516129032258
0.07521739130434782,0.8110599078341014
0.07565217391304348,0.8110599078341014
0.07565217391304348,0.8133640552995391
0.07608695652173914,0.8133640552995391
0.07608695652173914,0.815668202764977
0.07739130434782608,0.815668202764977
0.07782608695652174,0.815668202764977
0.07782608695652174,0.8225806451612904
0.08,0.8225806451612904
0.08,0.8248847926267281
0.0817391304347826,0.8248847926267281
